Role,Education,Experience,Salary,Role_Encoded,Education_Encoded
Software Engineer,Master's,11,3614500.0,62,1
HR,Bachelor's,22,6053800.0,34,0
Data Scientist,PhD,21,17288800.0,22,2
HR,Bachelor's,27,10667700.0,34,0
Manager,Master's,12,7604000.0,43,1
HR,PhD,17,5502300.0,34,2
Analyst,PhD,0,955400.0,4,2
Software Engineer,Master's,11,3617600.0,62,1
Analyst,Master's,28,18620400.0,4,1
Software Engineer,PhD,29,34241600.0,62,2
Software Engineer,PhD,23,17345600.0,62,2
HR,Bachelor's,8,1234000.0,34,0
Analyst,PhD,16,5888500.0,4,2
Software Engineer,PhD,9,3550900.0,62,2
Data Scientist,PhD,5,2821600.0,22,2
Data Scientist,PhD,19,13774500.0,22,2
Data Scientist,Bachelor's,29,26748800.0,22,0
Data Scientist,Master's,10,4037300.0,22,1
HR,Master's,26,12367700.0,34,1
Analyst,Bachelor's,22,7251500.0,4,0
Manager,PhD,13,10473500.0,43,2
HR,Master's,1,727900.0,34,1
Manager,Master's,11,6785700.0,43,1
Data Scientist,Master's,6,2578600.0,22,1
Software Engineer,Bachelor's,2,1003400.0,62,0
Manager,Master's,19,16788500.0,43,1
Analyst,Master's,16,4777600.0,4,1
Manager,Master's,2,2442200.0,43,1
Manager,Bachelor's,3,2107700.0,43,0
Data Scientist,PhD,5,2820900.0,22,2
Data Scientist,Bachelor's,16,6137400.0,22,0
Analyst,Bachelor's,7,1324000.0,4,0
Manager,PhD,14,11741800.0,43,2
Data Scientist,PhD,6,3155600.0,22,2
HR,Master's,6,1279100.0,34,1
Software Engineer,Bachelor's,3,1128700.0,62,0
Software Engineer,PhD,9,3548900.0,62,2
Doctor,PhD,19,16530900.0,26,2
Doctor,PhD,22,23234200.0,26,2
Doctor,PhD,10,5964600.0,26,2
Doctor,PhD,21,20748400.0,26,2
Doctor,Bachelor's,1,1345200.0,26,0
Doctor,Master's,27,33267400.0,26,1
Doctor,Bachelor's,0,1201200.0,26,0
Doctor,Bachelor's,16,7346900.0,26,0
Doctor,PhD,26,36554300.0,26,2
Doctor,PhD,29,51359300.0,26,2
Doctor,Master's,14,7616500.0,26,1
Doctor,Bachelor's,2,1512700.0,26,0
Doctor,Bachelor's,18,9225300.0,26,0
Doctor,Master's,3,2201300.0,26,1
Doctor,Bachelor's,27,25579700.0,26,0
Doctor,Master's,20,15053800.0,26,1
Doctor,Master's,19,13439800.0,26,1
Doctor,Bachelor's,7,2647300.0,26,0
Doctor,PhD,2,2407300.0,26,2
Doctor,Master's,29,41731800.0,26,1
Doctor,Master's,21,16847400.0,26,1
Doctor,PhD,17,13183800.0,26,2
Doctor,Master's,11,5430200.0,26,1
Doctor,Master's,22,18877300.0,26,1
Doctor,Bachelor's,29,32094900.0,26,0
Doctor,Master's,14,7616000.0,26,1
Doctor,Bachelor's,23,16256100.0,26,0
Doctor,Bachelor's,8,2966800.0,26,0
Doctor,Bachelor's,14,5855200.0,26,0
Doctor,PhD,10,5956400.0,26,2
Doctor,PhD,16,11775000.0,26,2
Doctor,PhD,4,3024500.0,26,2
Doctor,Master's,6,3082500.0,26,1
Doctor,Bachelor's,7,2654000.0,26,0
Doctor,Master's,0,1559100.0,26,1
Doctor,Bachelor's,2,1503200.0,26,0
Doctor,Master's,26,29692300.0,26,1
Doctor,PhD,13,8383300.0,26,2
Doctor,PhD,0,1915300.0,26,2
Doctor,Master's,6,3083100.0,26,1
Doctor,PhD,8,4750800.0,26,2
Doctor,Bachelor's,18,9229600.0,26,0
Doctor,PhD,6,3802900.0,26,2
Doctor,Master's,4,2449600.0,26,1
Doctor,PhD,6,3797100.0,26,2
Doctor,Bachelor's,6,2366000.0,26,0
Doctor,PhD,18,14767200.0,26,2
Doctor,Master's,27,33272600.0,26,1
Doctor,Master's,29,41736800.0,26,1
Doctor,Bachelor's,6,2369500.0,26,0
Surgeon,Master's,0,2604200.0,65,1
Surgeon,Bachelor's,19,17219000.0,65,0
Surgeon,Bachelor's,8,4947600.0,65,0
Surgeon,PhD,8,7920500.0,65,2
Surgeon,Master's,4,4085700.0,65,1
Surgeon,PhD,26,60932800.0,65,2
Surgeon,Master's,23,35231400.0,65,1
Surgeon,Bachelor's,25,34007100.0,65,0
Surgeon,Master's,6,5122300.0,65,1
Surgeon,Bachelor's,23,27104600.0,65,0
Surgeon,Bachelor's,26,38080400.0,65,0
Surgeon,Master's,22,31473100.0,65,1
Surgeon,Bachelor's,0,2007200.0,65,0
Surgeon,Bachelor's,11,6962400.0,65,0
Surgeon,Master's,5,4585900.0,65,1
Surgeon,PhD,23,43361800.0,65,2
Surgeon,PhD,16,19613300.0,65,2
Surgeon,Master's,5,4589000.0,65,1
Surgeon,Master's,10,8077800.0,65,1
Surgeon,Bachelor's,27,42652500.0,65,0
Surgeon,PhD,5,5643400.0,65,2
Surgeon,PhD,3,4497900.0,65,2
Surgeon,PhD,25,54392500.0,65,2
Surgeon,PhD,19,27561200.0,65,2
Surgeon,Bachelor's,0,2002100.0,65,0
Surgeon,Bachelor's,10,6199300.0,65,0
Surgeon,Bachelor's,24,30358300.0,65,0
Surgeon,Master's,2,3254200.0,65,1
Surgeon,PhD,27,68231100.0,65,2
Surgeon,Bachelor's,15,10947700.0,65,0
Surgeon,Master's,11,9049200.0,65,1
Surgeon,PhD,8,7923800.0,65,2
Surgeon,Bachelor's,2,2512900.0,65,0
Surgeon,Master's,23,35238500.0,65,1
Surgeon,Bachelor's,23,27108000.0,65,0
Surgeon,Master's,2,3267000.0,65,1
Surgeon,Master's,24,39465300.0,65,1
Surgeon,Master's,2,3255400.0,65,1
Surgeon,Bachelor's,8,4945300.0,65,0
Surgeon,PhD,2,4014000.0,65,2
Surgeon,Bachelor's,0,2003200.0,65,0
Surgeon,Master's,22,31476100.0,65,1
Surgeon,Master's,13,11346700.0,65,1
Surgeon,PhD,21,34572600.0,65,2
Surgeon,PhD,26,60928300.0,65,2
Surgeon,PhD,0,3207300.0,65,2
Surgeon,Bachelor's,27,42644900.0,65,0
Surgeon,PhD,16,19622100.0,65,2
Surgeon,Bachelor's,11,6956000.0,65,0
Surgeon,Bachelor's,4,3150600.0,65,0
Nurse,Bachelor's,16,2462800.0,48,0
Nurse,Bachelor's,19,3452800.0,48,0
Nurse,PhD,28,15290900.0,48,2
Nurse,PhD,17,4392600.0,48,2
Nurse,Bachelor's,9,1110100.0,48,0
Nurse,Master's,23,7049100.0,48,1
Nurse,Master's,14,2546600.0,48,1
Nurse,Bachelor's,7,884500.0,48,0
Nurse,Bachelor's,8,985600.0,48,0
Nurse,Bachelor's,9,1116100.0,48,0
Nurse,PhD,25,10881600.0,48,2
Nurse,Bachelor's,27,8531200.0,48,0
Nurse,Master's,6,1033600.0,48,1
Nurse,Bachelor's,7,884300.0,48,0
Nurse,Master's,15,2846600.0,48,1
Nurse,PhD,30,19172300.0,48,2
Nurse,Master's,18,4010400.0,48,1
Nurse,Bachelor's,21,4312200.0,48,0
Nurse,Master's,25,8837700.0,48,1
Nurse,Bachelor's,0,405400.0,48,0
Nurse,Bachelor's,27,8532700.0,48,0
Nurse,Master's,12,2019600.0,48,1
Nurse,Master's,14,2537500.0,48,1
Nurse,Bachelor's,17,2748500.0,48,0
Nurse,Master's,29,13909400.0,48,1
Nurse,PhD,27,13645500.0,48,2
Nurse,Master's,22,6288500.0,48,1
Nurse,Master's,22,6289300.0,48,1
Nurse,PhD,8,1582800.0,48,2
Nurse,Master's,0,520800.0,48,1
Nurse,PhD,1,715200.0,48,2
Nurse,Bachelor's,7,883200.0,48,0
Nurse,Bachelor's,20,3859900.0,48,0
Nurse,PhD,4,1018300.0,48,2
Nurse,Master's,28,12412000.0,48,1
Nurse,PhD,4,1004600.0,48,2
Nurse,Master's,24,7889500.0,48,1
Nurse,PhD,16,3922100.0,48,2
Nurse,Master's,13,2266300.0,48,1
Nurse,Master's,29,13915400.0,48,1
Nurse,Bachelor's,22,4838500.0,48,0
Nurse,Master's,25,8842700.0,48,1
Nurse,PhD,25,10896000.0,48,2
Nurse,Bachelor's,3,562400.0,48,0
Nurse,PhD,1,717100.0,48,2
Nurse,PhD,19,5510200.0,48,2
Nurse,Master's,2,649200.0,48,1
Nurse,PhD,10,1998300.0,48,2
Nurse,Bachelor's,11,1393600.0,48,0
Nurse,Master's,10,1614500.0,48,1
Pharmacist,Bachelor's,12,1945300.0,50,0
Pharmacist,Bachelor's,18,3838600.0,50,0
Pharmacist,Master's,2,821500.0,50,1
Pharmacist,Bachelor's,25,8493600.0,50,0
Pharmacist,Master's,25,11043900.0,50,1
Pharmacist,PhD,3,1119800.0,50,2
Pharmacist,Master's,20,6272700.0,50,1
Pharmacist,Bachelor's,20,4822200.0,50,0
Pharmacist,Bachelor's,24,7578200.0,50,0
Pharmacist,PhD,16,4911300.0,50,2
Pharmacist,PhD,15,4377000.0,50,2
Pharmacist,PhD,29,21397200.0,50,2
Pharmacist,Bachelor's,11,1747000.0,50,0
Pharmacist,Bachelor's,2,625000.0,50,0
Pharmacist,Bachelor's,29,13375000.0,50,0
Pharmacist,Bachelor's,21,5406600.0,50,0
Pharmacist,Bachelor's,26,9522000.0,50,0
Pharmacist,PhD,19,6889600.0,50,2
Pharmacist,PhD,25,13596000.0,50,2
Pharmacist,PhD,11,2793300.0,50,2
Pharmacist,Bachelor's,19,4312200.0,50,0
Pharmacist,PhD,15,4382800.0,50,2
Pharmacist,Bachelor's,6,986900.0,50,0
Pharmacist,PhD,13,3486300.0,50,2
Pharmacist,PhD,25,13604900.0,50,2
Pharmacist,PhD,10,2483900.0,50,2
Pharmacist,Master's,14,3178700.0,50,1
Pharmacist,Bachelor's,28,11939100.0,50,0
Pharmacist,Master's,6,1275800.0,50,1
Pharmacist,Bachelor's,17,3431100.0,50,0
Pharmacist,PhD,25,13600300.0,50,2
Pharmacist,Master's,18,4992600.0,50,1
Pharmacist,Bachelor's,0,498400.0,50,0
Pharmacist,PhD,24,12145200.0,50,2
Pharmacist,Bachelor's,3,709100.0,50,0
Pharmacist,PhD,28,19102300.0,50,2
Pharmacist,Master's,6,1287300.0,50,1
Pharmacist,PhD,29,21399100.0,50,2
Pharmacist,PhD,12,3116700.0,50,2
Pharmacist,Master's,19,5596900.0,50,1
Pharmacist,Bachelor's,30,14986300.0,50,0
Pharmacist,Bachelor's,27,10666300.0,50,0
Pharmacist,Master's,24,9858900.0,50,1
Pharmacist,Bachelor's,5,877000.0,50,0
Pharmacist,Bachelor's,5,871700.0,50,0
Pharmacist,Master's,20,6273100.0,50,1
Pharmacist,PhD,27,17060400.0,50,2
Pharmacist,Bachelor's,17,3429200.0,50,0
Pharmacist,PhD,8,1977300.0,50,2
Pharmacist,Bachelor's,20,4818300.0,50,0
Dentist,Master's,21,11243200.0,24,1
Dentist,PhD,11,4449000.0,24,2
Dentist,Master's,15,5692000.0,24,1
Dentist,Bachelor's,7,1773400.0,24,0
Dentist,Master's,27,22171800.0,24,1
Dentist,Master's,27,22185800.0,24,1
Dentist,Bachelor's,8,1979200.0,24,0
Dentist,PhD,16,7838600.0,24,2
Dentist,Bachelor's,0,808600.0,24,0
Dentist,Bachelor's,12,3109300.0,24,0
Dentist,Master's,2,1308300.0,24,1
Dentist,Master's,9,2891400.0,24,1
Dentist,Master's,17,7134500.0,24,1
Dentist,Bachelor's,21,8644000.0,24,0
Dentist,Bachelor's,17,5484300.0,24,0
Dentist,Master's,26,19808400.0,24,1
Dentist,PhD,16,7846300.0,24,2
Dentist,PhD,30,38354900.0,24,2
Dentist,Bachelor's,20,7717100.0,24,0
Dentist,Bachelor's,20,7717300.0,24,0
Dentist,Bachelor's,9,2216200.0,24,0
Dentist,Master's,8,2578100.0,24,1
Dentist,Master's,0,1040600.0,24,1
Dentist,Master's,0,1042600.0,24,1
Dentist,Bachelor's,7,1760900.0,24,0
Dentist,PhD,25,21766500.0,24,2
Dentist,Master's,1,1171200.0,24,1
Dentist,Master's,11,3617200.0,24,1
Dentist,Bachelor's,21,8645100.0,24,0
Dentist,PhD,14,6262200.0,24,2
Dentist,PhD,14,6258500.0,24,2
Dentist,PhD,18,9849200.0,24,2
Dentist,PhD,5,2256800.0,24,2
Dentist,Master's,1,1165000.0,24,1
Dentist,Master's,29,27815600.0,24,1
Dentist,Master's,19,8957900.0,24,1
Dentist,Bachelor's,5,1414200.0,24,0
Dentist,Master's,22,12583800.0,24,1
Dentist,Master's,18,8002400.0,24,1
Dentist,Master's,23,14097700.0,24,1
Dentist,Bachelor's,9,2219100.0,24,0
Dentist,Master's,12,4049400.0,24,1
Dentist,Master's,10,3221000.0,24,1
Dentist,PhD,24,19433200.0,24,2
Dentist,PhD,22,15479600.0,24,2
Dentist,Bachelor's,2,1011000.0,24,0
Dentist,PhD,26,24366400.0,24,2
Dentist,Master's,18,8000100.0,24,1
Dentist,PhD,20,12344600.0,24,2
Dentist,Bachelor's,21,8639100.0,24,0
Physiotherapist,Bachelor's,5,792500.0,51,0
Physiotherapist,Master's,13,2547500.0,51,1
Physiotherapist,Master's,16,3596100.0,51,1
Physiotherapist,Bachelor's,25,7650200.0,51,0
Physiotherapist,Bachelor's,14,2195700.0,51,0
Physiotherapist,Master's,10,1818000.0,51,1
Physiotherapist,PhD,15,3940400.0,51,2
Physiotherapist,Bachelor's,7,993700.0,51,0
Physiotherapist,Bachelor's,2,561800.0,51,0
Physiotherapist,PhD,23,9754800.0,51,2
Physiotherapist,Master's,13,2545100.0,51,1
Physiotherapist,Master's,12,2286000.0,51,1
Physiotherapist,Master's,13,2557000.0,51,1
Physiotherapist,PhD,14,3521100.0,51,2
Physiotherapist,Bachelor's,17,3097300.0,51,0
Physiotherapist,PhD,24,10916300.0,51,2
Physiotherapist,PhD,4,1134200.0,51,2
Physiotherapist,Bachelor's,6,881800.0,51,0
Physiotherapist,Master's,25,9937200.0,51,1
Physiotherapist,Bachelor's,19,3876800.0,51,0
Physiotherapist,Bachelor's,3,638900.0,51,0
Physiotherapist,Master's,14,2852400.0,51,1
Physiotherapist,PhD,21,7786400.0,51,2
Physiotherapist,Bachelor's,11,1568000.0,51,0
Physiotherapist,PhD,9,1992200.0,51,2
Physiotherapist,Master's,1,648300.0,51,1
Physiotherapist,PhD,23,9747300.0,51,2
Physiotherapist,Bachelor's,0,449900.0,51,0
Physiotherapist,Bachelor's,21,4858600.0,51,0
Physiotherapist,Master's,10,1810600.0,51,1
Physiotherapist,Master's,29,15652700.0,51,1
Physiotherapist,PhD,5,1269600.0,51,2
Physiotherapist,Master's,16,3595300.0,51,1
Physiotherapist,Master's,24,8879100.0,51,1
Physiotherapist,Master's,14,2850200.0,51,1
Physiotherapist,Bachelor's,11,1578400.0,51,0
Physiotherapist,Bachelor's,5,796300.0,51,0
Physiotherapist,PhD,0,715900.0,51,2
Physiotherapist,Master's,13,2555800.0,51,1
Physiotherapist,PhD,30,21562800.0,51,2
Physiotherapist,Bachelor's,10,1389000.0,51,0
Physiotherapist,Master's,4,926700.0,51,1
Physiotherapist,PhD,9,1993600.0,51,2
Physiotherapist,Bachelor's,8,1118000.0,51,0
Physiotherapist,Bachelor's,8,1110600.0,51,0
Physiotherapist,PhD,2,915300.0,51,2
Physiotherapist,Master's,30,17527400.0,51,1
Physiotherapist,PhD,2,903600.0,51,2
Physiotherapist,Bachelor's,7,997700.0,51,0
Physiotherapist,Bachelor's,13,1966100.0,51,0
Medical Laboratory Technician,Master's,2,572700.0,46,1
Medical Laboratory Technician,PhD,13,2441500.0,46,2
Medical Laboratory Technician,Master's,29,12175600.0,46,1
Medical Laboratory Technician,Bachelor's,17,2401500.0,46,0
Medical Laboratory Technician,PhD,7,1234600.0,46,2
Medical Laboratory Technician,Master's,0,443800.0,46,1
Medical Laboratory Technician,PhD,30,16769700.0,46,2
Medical Laboratory Technician,Bachelor's,14,1710600.0,46,0
Medical Laboratory Technician,PhD,1,631700.0,46,2
Medical Laboratory Technician,PhD,6,1105800.0,46,2
Medical Laboratory Technician,PhD,5,987700.0,46,2
Medical Laboratory Technician,Master's,19,3921700.0,46,1
Medical Laboratory Technician,PhD,14,2739900.0,46,2
Medical Laboratory Technician,PhD,26,10673800.0,46,2
Medical Laboratory Technician,Bachelor's,5,621000.0,46,0
Medical Laboratory Technician,PhD,22,6781200.0,46,2
Medical Laboratory Technician,Bachelor's,29,9365800.0,46,0
Medical Laboratory Technician,Bachelor's,26,6659500.0,46,0
Medical Laboratory Technician,Master's,0,455400.0,46,1
Medical Laboratory Technician,PhD,3,782000.0,46,2
Medical Laboratory Technician,Bachelor's,23,4743600.0,46,0
Medical Laboratory Technician,Bachelor's,28,8371900.0,46,0
Medical Laboratory Technician,PhD,3,791600.0,46,2
Medical Laboratory Technician,PhD,18,4311200.0,46,2
Medical Laboratory Technician,PhD,3,778600.0,46,2
Medical Laboratory Technician,Bachelor's,19,3015900.0,46,0
Medical Laboratory Technician,PhD,29,14980800.0,46,2
Medical Laboratory Technician,PhD,14,2741000.0,46,2
Medical Laboratory Technician,Master's,13,1989200.0,46,1
Medical Laboratory Technician,Master's,17,3125100.0,46,1
Medical Laboratory Technician,Bachelor's,0,350500.0,46,0
Medical Laboratory Technician,Bachelor's,23,4747000.0,46,0
Medical Laboratory Technician,Bachelor's,7,779800.0,46,0
Medical Laboratory Technician,PhD,25,9523400.0,46,2
Medical Laboratory Technician,Bachelor's,21,3779700.0,46,0
Medical Laboratory Technician,Master's,13,1983000.0,46,1
Medical Laboratory Technician,Master's,22,5518300.0,46,1
Medical Laboratory Technician,Bachelor's,14,1713100.0,46,0
Medical Laboratory Technician,Bachelor's,20,3381600.0,46,0
Medical Laboratory Technician,Bachelor's,25,5947100.0,46,0
Medical Laboratory Technician,Bachelor's,2,443300.0,46,0
Medical Laboratory Technician,PhD,5,975300.0,46,2
Medical Laboratory Technician,Master's,6,904400.0,46,1
Medical Laboratory Technician,Bachelor's,10,1083000.0,46,0
Medical Laboratory Technician,PhD,11,1947000.0,46,2
Medical Laboratory Technician,Bachelor's,6,692400.0,46,0
Medical Laboratory Technician,Master's,20,4387900.0,46,1
Medical Laboratory Technician,PhD,10,1742800.0,46,2
Medical Laboratory Technician,Master's,25,7733700.0,46,1
Medical Laboratory Technician,PhD,28,13369400.0,46,2
Electrical Engineer,Bachelor's,6,1477000.0,27,0
Electrical Engineer,PhD,18,9228700.0,27,2
Electrical Engineer,PhD,23,16262200.0,27,2
Electrical Engineer,Bachelor's,16,4598600.0,27,0
Electrical Engineer,Bachelor's,28,17925700.0,27,0
Electrical Engineer,Master's,0,969500.0,27,1
Electrical Engineer,Master's,18,7504700.0,27,1
Electrical Engineer,Bachelor's,17,5136200.0,27,0
Electrical Engineer,Master's,5,1716500.0,27,1
Electrical Engineer,Bachelor's,22,9076400.0,27,0
Electrical Engineer,PhD,2,1498200.0,27,2
Electrical Engineer,Master's,1,1088100.0,27,1
Electrical Engineer,Bachelor's,22,9073900.0,27,0
Electrical Engineer,Bachelor's,22,9080400.0,27,0
Electrical Engineer,PhD,23,16262900.0,27,2
Electrical Engineer,Master's,24,14792100.0,27,1
Electrical Engineer,PhD,4,1890700.0,27,2
Electrical Engineer,PhD,7,2647600.0,27,2
Electrical Engineer,Master's,2,1227100.0,27,1
Electrical Engineer,Master's,10,3023500.0,27,1
Electrical Engineer,Bachelor's,21,8099600.0,27,0
Electrical Engineer,Master's,6,1919800.0,27,1
Electrical Engineer,Master's,6,1927900.0,27,1
Electrical Engineer,Bachelor's,18,5769800.0,27,0
Electrical Engineer,Bachelor's,27,15996300.0,27,0
Electrical Engineer,Bachelor's,19,6460900.0,27,0
Electrical Engineer,PhD,9,3325400.0,27,2
Electrical Engineer,PhD,11,4179700.0,27,2
Electrical Engineer,Bachelor's,4,1186400.0,27,0
Electrical Engineer,Master's,20,9394300.0,27,1
Electrical Engineer,PhD,19,10336100.0,27,2
Electrical Engineer,PhD,13,5231300.0,27,2
Electrical Engineer,PhD,16,7367900.0,27,2
Electrical Engineer,Bachelor's,7,1644100.0,27,0
Electrical Engineer,Master's,12,3791800.0,27,1
Electrical Engineer,Master's,10,3025900.0,27,1
Electrical Engineer,Master's,3,1375300.0,27,1
Electrical Engineer,Master's,17,6700100.0,27,1
Electrical Engineer,Bachelor's,9,2071700.0,27,0
Electrical Engineer,Bachelor's,4,1182900.0,27,0
Electrical Engineer,Bachelor's,5,1319400.0,27,0
Electrical Engineer,Master's,21,10536400.0,27,1
Electrical Engineer,Bachelor's,26,14288200.0,27,0
Electrical Engineer,Bachelor's,20,7242600.0,27,0
Electrical Engineer,PhD,9,3326900.0,27,2
Electrical Engineer,Master's,25,16579100.0,27,1
Electrical Engineer,Master's,1,1094600.0,27,1
Electrical Engineer,PhD,20,11571900.0,27,2
Electrical Engineer,PhD,25,20404200.0,27,2
Electrical Engineer,PhD,6,2368000.0,27,2
Mechanical Engineer,PhD,21,12110700.0,45,2
Mechanical Engineer,Master's,21,9830000.0,45,1
Mechanical Engineer,Bachelor's,23,9489700.0,45,0
Mechanical Engineer,PhD,16,6858400.0,45,2
Mechanical Engineer,Master's,26,17318000.0,45,1
Mechanical Engineer,Master's,1,1024100.0,45,1
Mechanical Engineer,Bachelor's,8,1734100.0,45,0
Mechanical Engineer,Bachelor's,28,16717000.0,45,0
Mechanical Engineer,PhD,7,2468200.0,45,2
Mechanical Engineer,PhD,17,7688000.0,45,2
Mechanical Engineer,Bachelor's,11,2429500.0,45,0
Mechanical Engineer,Master's,11,3170100.0,45,1
Mechanical Engineer,PhD,4,1755700.0,45,2
Mechanical Engineer,Master's,15,4979800.0,45,1
Mechanical Engineer,PhD,7,2482400.0,45,2
Mechanical Engineer,Bachelor's,21,7566100.0,45,0
Mechanical Engineer,Master's,7,2011400.0,45,1
Mechanical Engineer,PhD,26,21316600.0,45,2
Mechanical Engineer,Master's,8,2255300.0,45,1
Mechanical Engineer,PhD,25,19041100.0,45,2
Mechanical Engineer,Bachelor's,21,7557300.0,45,0
Mechanical Engineer,Master's,26,17331700.0,45,1
Mechanical Engineer,PhD,28,26755600.0,45,2
Mechanical Engineer,PhD,2,1404500.0,45,2
Mechanical Engineer,Master's,26,17319400.0,45,1
Mechanical Engineer,Bachelor's,1,786500.0,45,0
Mechanical Engineer,PhD,4,1749700.0,45,2
Mechanical Engineer,PhD,11,3902500.0,45,2
Mechanical Engineer,PhD,14,5474400.0,45,2
Mechanical Engineer,Master's,24,13819500.0,45,1
Mechanical Engineer,Bachelor's,17,4793000.0,45,0
Mechanical Engineer,Master's,1,1022800.0,45,1
Mechanical Engineer,PhD,2,1405300.0,45,2
Mechanical Engineer,PhD,26,21330200.0,45,2
Mechanical Engineer,PhD,13,4893200.0,45,2
Mechanical Engineer,Bachelor's,29,18721500.0,45,0
Mechanical Engineer,Bachelor's,11,2439600.0,45,0
Mechanical Engineer,PhD,24,17001600.0,45,2
Mechanical Engineer,Master's,29,24334000.0,45,1
Mechanical Engineer,Bachelor's,0,691200.0,45,0
Mechanical Engineer,Master's,16,5577200.0,45,1
Mechanical Engineer,Master's,17,6244100.0,45,1
Mechanical Engineer,Master's,29,24334500.0,45,1
Mechanical Engineer,Bachelor's,13,3057600.0,45,0
Mechanical Engineer,PhD,8,2771900.0,45,2
Mechanical Engineer,PhD,25,19035700.0,45,2
Mechanical Engineer,Bachelor's,28,16721500.0,45,0
Mechanical Engineer,PhD,23,15171000.0,45,2
Mechanical Engineer,PhD,13,4891300.0,45,2
Mechanical Engineer,Master's,24,13813600.0,45,1
Civil Engineer,PhD,19,8956500.0,14,2
Civil Engineer,Bachelor's,30,19470700.0,14,0
Civil Engineer,Master's,20,8150500.0,14,1
Civil Engineer,Bachelor's,16,3982300.0,14,0
Civil Engineer,Master's,2,1062300.0,14,1
Civil Engineer,Master's,14,4132200.0,14,1
Civil Engineer,PhD,16,6388100.0,14,2
Civil Engineer,Bachelor's,28,15526900.0,14,0
Civil Engineer,PhD,9,2874800.0,14,2
Civil Engineer,Bachelor's,23,8824900.0,14,0
Civil Engineer,PhD,2,1301000.0,14,2
Civil Engineer,PhD,24,15782300.0,14,2
Civil Engineer,Bachelor's,3,909000.0,14,0
Civil Engineer,Bachelor's,23,8809800.0,14,0
Civil Engineer,PhD,26,19804400.0,14,2
Civil Engineer,Bachelor's,10,2024200.0,14,0
Civil Engineer,PhD,1,1156100.0,14,2
Civil Engineer,PhD,4,1630200.0,14,2
Civil Engineer,Master's,17,5799200.0,14,1
Civil Engineer,Bachelor's,17,4464000.0,14,0
Civil Engineer,Bachelor's,29,17393500.0,14,0
Civil Engineer,Master's,7,1869700.0,14,1
Civil Engineer,PhD,12,4054700.0,14,2
Civil Engineer,PhD,15,5690700.0,14,2
Civil Engineer,Bachelor's,26,12378100.0,14,0
Civil Engineer,PhD,12,4055400.0,14,2
Civil Engineer,Bachelor's,20,6275100.0,14,0
Civil Engineer,Master's,27,18027200.0,14,1
Civil Engineer,PhD,4,1634600.0,14,2
Civil Engineer,Master's,6,1663700.0,14,1
Civil Engineer,PhD,17,7142800.0,14,2
Civil Engineer,Bachelor's,11,2263100.0,14,0
Civil Engineer,PhD,1,1168900.0,14,2
Civil Engineer,Bachelor's,8,1601900.0,14,0
Civil Engineer,Bachelor's,7,1440700.0,14,0
Civil Engineer,Bachelor's,2,808600.0,14,0
Civil Engineer,Master's,18,6499300.0,14,1
Civil Engineer,Master's,30,25324000.0,14,1
Civil Engineer,PhD,29,27823800.0,14,2
Civil Engineer,Master's,3,1190500.0,14,1
Civil Engineer,PhD,16,6379400.0,14,2
Civil Engineer,Master's,0,849900.0,14,1
Civil Engineer,Master's,25,14375200.0,14,1
Civil Engineer,Bachelor's,11,2257400.0,14,0
Civil Engineer,PhD,28,24847000.0,14,2
Civil Engineer,Master's,22,10224400.0,14,1
Civil Engineer,Master's,1,939200.0,14,1
Civil Engineer,PhD,14,5071600.0,14,2
Civil Engineer,PhD,28,24834100.0,14,2
Civil Engineer,Master's,14,4133200.0,14,1
Data Engineer,Master's,19,10070500.0,21,1
Data Engineer,Bachelor's,29,24079300.0,21,0
Data Engineer,Bachelor's,20,8672400.0,21,0
Data Engineer,Master's,27,24947300.0,21,1
Data Engineer,Master's,14,5714000.0,21,1
Data Engineer,Bachelor's,24,13664000.0,21,0
Data Engineer,Master's,14,5730500.0,21,1
Data Engineer,Master's,24,17750700.0,21,1
Data Engineer,Bachelor's,28,21499000.0,21,0
Data Engineer,Master's,17,8036900.0,21,1
Data Engineer,PhD,2,1803100.0,21,2
Data Engineer,Master's,2,1472300.0,21,1
Data Engineer,Master's,14,5712800.0,21,1
Data Engineer,Bachelor's,29,24074700.0,21,0
Data Engineer,Bachelor's,5,1583200.0,21,0
Data Engineer,Master's,21,12638200.0,21,1
Data Engineer,Bachelor's,20,8674400.0,21,0
Data Engineer,Bachelor's,16,5527200.0,21,0
Data Engineer,Bachelor's,17,6174800.0,21,0
Data Engineer,PhD,30,43150400.0,21,2
Data Engineer,Master's,10,3637800.0,21,1
Data Engineer,Master's,8,2899000.0,21,1
Data Engineer,PhD,21,15554400.0,21,2
Data Engineer,Bachelor's,13,3929300.0,21,0
